教科等,No,学習指導要領テキスト,学習指導要領コード
総則,114,オ　知的障害者である生徒に対する教育を行う特別支援学校において，各教科の指導に当たっては，各教科の段階に示す内容を基に，生徒の知的障害の状態や経験等に応じて，具体的に指導内容を設定するものとする。その際，高等部の３年間を見通して計画的に指導するものとする。,8G00000223450000
総則,115,カ  知的障害者である生徒に対する教育を行う特別支援学校において，道徳科の指導に当たっては，第３章に示す道徳科の目標及び内容に示す事項を基に， 生徒の知的障害の状態や経験等に応じて，具体的に指導内容を設定するものとする。,8G00000223460000
総則,116,(5) 指導計画の作成等に当たっての配慮すべき事項,8B00000223500000
総則,117,ア  各学校においては，次の事項に配慮しながら，学校の創意工夫を生かし， 全体として，調和のとれた具体的な指導計画を作成するものとする。,8B00000223510000
総則,118,(ア) 各教科・科目等又は各教科等の指導内容については，単元や題材など内容や時間のまとまりを見通しながら，そのまとめ方や重点の置き方に適切な工夫を加え，第３款の１に示す主体的・対話的で深い学びの実現に向けた授業改善を通して資質・能力を育む効果的な指導ができるようにすること。,8B00000223511000
総則,119,(イ) 各教科・科目等又は各教科等について相互の関連を図り，系統的，発展的な指導ができるようにすること。,8B00000223512000
総則,120,(ウ) 知的障害者である生徒に対する教育を行う特別支援学校において，各教科，道徳科，特別活動及び自立活動の一部又は全部を合わせて指導を行う場合には，各教科，道徳科，特別活動及び自立活動の内容を基に，生徒の知的障害の状態や経験等に応じて，具体的に指導内容を設定するものとする。また，各教科，道徳科，特別活動及び自立活動の内容の一部又は全部を合わせて指導を行う場合は，授業時数を適切に定めること。,8G00000223513000
総則,121,イ  各教科・科目等又は各教科等の指導に当たっては，個々の生徒の実態を的確に把握し，次の事項に配慮しながら，個別の指導計画を作成すること。,8B00000223520000
総則,122,(ア) 生徒の障害の状態や特性及び心身の発達の段階等並びに学習の進度を考慮して，基礎的・基本的な事項に重点を置くこと。,8B00000223521000
総則,123,(イ) 生徒が，基礎的・基本的な知識及び技能の習得も含め，学習内容を確実に身に付けることができるよう，それぞれの生徒に作成した個別の指導計画や学校の実態に応じて，指導方法や指導体制の工夫改善に努めること。その際，生徒の障害の状態や特性及び心身の発達の段階等並びに学習の進度を考慮して，個別指導を重視するとともに，グループ別学習，繰り返し学習，学習内容の習熟の程度に応じた学習，生徒の興味・関心等に応じた課題学習，補充的な学習や発展的な学習などの学習活動を取り入れることや，教師間の協力による指導体制を確保することなど，指導方法や指導体制の工夫改善により，個に応じた指導の充実を図ること。その際，第３款の１の(3) に示す情報手段や教材・教具の活用を図ること。,8B00000223522000
総則,124,(6) キャリア教育及び職業教育に関して配慮すべき事項,8B00000223600000
総則,125,ア　学校においては，第５款の１の(3) に示すキャリア教育及び職業教育を推進するために，生徒の障害の状態や特性及び心身の発達の段階等，学校や地域の実態等を考慮し，地域及び産業界や労働等の業務を行う関係機関との連携を図り，産業現場等における長期間の実習を取り入れるなどの就業体験活動の機会を積極的に設けるとともに，地域や産業界や労働等の業務を行う関係機関の人々の協力を積極的に得るよう配慮するものとする。,8B00000223610000
