,教科等,学習指導要領テキスト
176,国語,イ　比較や分類の仕方，必要な語句などの書き留め方，引用の仕方や出典の示し方，辞書や事典の使い方を理解し使うこと。
177,国語,(3) 我が国の言語文化に関する次の事項を身に付けることができるよう指導する。
178,国語,ア　易しい文語調の短歌や俳句を音読したり暗唱したりするなどして，言葉の響きやリズムに親しむこと。
179,国語,イ　長い間使われてきたことわざや慣用句，故事成語などの意味を知り，使うこと。
180,国語,ウ　漢字が，へんやつくりなどから構成されていることについて理解すること。
181,国語,エ　書写に関する次の事項を理解し使うこと。
182,国語,(ｱ) 文字の組立て方を理解し，形を整えて書くこと。
183,国語,(ｲ) 漢字や仮名の大きさ，配列に注意して書くこと。
184,国語,(ｳ) 毛筆を使用して点画の書き方への理解を深め，筆圧などに注意して書くこと。
185,国語,オ　幅広く読書に親しみ，読書が，必要な知識や情報を得ることに役立つことに気付くこと。
186,国語,〔思考力，判断力，表現力等〕
187,国語,Ａ　話すこと・聞くこと
188,国語,(1) 話すこと・聞くことに関する次の事項を身に付けることができるよう指導する。
189,国語,ア　目的を意識して，日常生活の中から話題を決め，集めた材料を比較したり分類したりして，伝え合うために必要な事柄を選ぶこと。
190,国語,イ　相手に伝わるように，理由や事例などを挙げながら，話の中心が明確になるよう話の構成を考えること。
191,国語,ウ　話の中心や話す場面を意識して，言葉の抑揚や強弱，間の取り方などを工夫すること。
192,国語,エ　必要なことを記録したり質問したりしながら聞き，話し手が伝えたいことや自分が聞きたいことの中心を捉え，自分の考えをもつこと。
193,国語,オ　目的や進め方を確認し，司会などの役割を果たしながら話し合い，互いの意見の共通点や相違点に着目して，考えをまとめること。
