,教科等,No,学習指導要領テキスト,学習指導要領コード
147,国語,148,(1) 読むことに関する次の事項を身に付けることができるよう指導する。,82102A3231000000
148,国語,149,ア　時間的な順序や事柄の順序などを考えながら，内容の大体を捉えること。,82102A3231100000
149,国語,150,イ　場面の様子や登場人物の行動など，内容の大体を捉えること。,82102A3231200000
150,国語,151,ウ　文章の中の重要な語や文を考えて選び出すこと。,82102A3231300000
151,国語,152,エ　場面の様子に着目して，登場人物の行動を具体的に想像すること。,82102A3231400000
152,国語,153,オ　文章の内容と自分の体験とを結び付けて，感想をもつこと。,82102A3231500000
153,国語,154,カ　文章を読んで感じたことや分かったことを共有すること。,82102A3231600000
154,国語,155,(2) (1)に示す事項については，例えば，次のような言語活動を通して指導するものとする。,82102A3232000000
155,国語,156,ア　事物の仕組みを説明した文章などを読み，分かったことや考えたことを述べる活動。,82102A3232100000
156,国語,157,イ　読み聞かせを聞いたり物語などを読んだりして，内容や感想などを伝え合ったり，演じたりする活動。,82102A3232200000
157,国語,158,ウ　学校図書館などを利用し，図鑑や科学的なことについて書いた本などを読み，分かったことなどを説明する活動。,82102A3232300000
158,国語,159,〔第３学年及び第４学年〕,82102C0000000000
159,国語,160,１　目標　,82102C2000000000
160,国語,161,(1) 日常生活に必要な国語の知識や技能を身に付けるとともに，我が国の言語文化に親しんだり理解したりすることができるようにする。,82102C2100000000
161,国語,162,(2) 筋道立てて考える力や豊かに感じたり想像したりする力を養い，日常生活における人との関わりの中で伝え合う力を高め，自分の思いや考えをまとめることができるようにする。,82102C2200000000
162,国語,163,(3) 言葉がもつよさに気付くとともに，幅広く読書をし，国語を大切にして，思いや考えを伝え合おうとする態度を養う。,82102C2300000000
163,国語,164,２　内容,82102C3000000000
164,国語,165,〔知識及び技能〕,82102C3100000000
165,国語,166,(1) 言葉の特徴や使い方に関する次の事項を身に付けることができるよう指導する。,82102C3110000000
166,国語,167,ア　言葉には，考えたことや思ったことを表す働きがあることに気付くこと。,82102C3111000000
167,国語,168,イ　相手を見て話したり聞いたりするとともに，言葉の抑揚や強弱，間の取り方などに注意して話すこと。,82102C3112000000
168,国語,169,ウ　漢字と仮名を用いた表記，送り仮名の付け方，改行の仕方を理解して文や文章の中で使うとともに，句読点を適切に打つこと。また，第３学年においては，日常使われている簡単な単語について，ローマ字で表記されたものを読み，ローマ字で書くこと。,82102C3113000000
169,国語,170,エ　第３学年及び第４学年の各学年においては，学年別漢字配当表の当該学年までに配当されている漢字を読むこと。また，当該学年の前の学年までに配当されている漢字を書き，文や文章の中で使うとともに，当該学年に配当されている漢字を漸次書き，文や文章の中で使うこと。,82102C3114000000
