教科等,No,学習指導要領テキスト,学習指導要領コード
国語,154,カ　文章を読んで感じたことや分かったことを共有すること。,82102A3231600000
国語,155,(2) (1)に示す事項については，例えば，次のような言語活動を通して指導するものとする。,82102A3232000000
国語,156,ア　事物の仕組みを説明した文章などを読み，分かったことや考えたことを述べる活動。,82102A3232100000
国語,157,イ　読み聞かせを聞いたり物語などを読んだりして，内容や感想などを伝え合ったり，演じたりする活動。,82102A3232200000
国語,158,ウ　学校図書館などを利用し，図鑑や科学的なことについて書いた本などを読み，分かったことなどを説明する活動。,82102A3232300000
国語,159,〔第３学年及び第４学年〕,82102C0000000000
国語,160,１　目標　,82102C2000000000
国語,161,(1) 日常生活に必要な国語の知識や技能を身に付けるとともに，我が国の言語文化に親しんだり理解したりすることができるようにする。,82102C2100000000
国語,162,(2) 筋道立てて考える力や豊かに感じたり想像したりする力を養い，日常生活における人との関わりの中で伝え合う力を高め，自分の思いや考えをまとめることができるようにする。,82102C2200000000
国語,163,(3) 言葉がもつよさに気付くとともに，幅広く読書をし，国語を大切にして，思いや考えを伝え合おうとする態度を養う。,82102C2300000000
国語,164,２　内容,82102C3000000000
国語,165,〔知識及び技能〕,82102C3100000000
国語,166,(1) 言葉の特徴や使い方に関する次の事項を身に付けることができるよう指導する。,82102C3110000000
国語,167,ア　言葉には，考えたことや思ったことを表す働きがあることに気付くこと。,82102C3111000000
国語,168,イ　相手を見て話したり聞いたりするとともに，言葉の抑揚や強弱，間の取り方などに注意して話すこと。,82102C3112000000
国語,169,ウ　漢字と仮名を用いた表記，送り仮名の付け方，改行の仕方を理解して文や文章の中で使うとともに，句読点を適切に打つこと。また，第３学年においては，日常使われている簡単な単語について，ローマ字で表記されたものを読み，ローマ字で書くこと。,82102C3113000000
国語,170,エ　第３学年及び第４学年の各学年においては，学年別漢字配当表の当該学年までに配当されている漢字を読むこと。また，当該学年の前の学年までに配当されている漢字を書き，文や文章の中で使うとともに，当該学年に配当されている漢字を漸次書き，文や文章の中で使うこと。,82102C3114000000
国語,171,オ　様子や行動，気持ちや性格を表す語句の量を増し，話や文章の中で使うとともに，言葉には性質や役割による語句のまとまりがあることを理解し，語彙を豊かにすること。,82102C3115000000
国語,172,カ　主語と述語との関係，修飾と被修飾との関係，指示する語句と接続する語句の役割，段落の役割について理解すること。,82102C3116000000
国語,173,キ　丁寧な言葉を使うとともに，敬体と常体との違いに注意しながら書くこと。,82102C3117000000
国語,174,ク　文章全体の構成や内容の大体を意識しながら音読すること。,82102C3118000000
国語,175,(2) 話や文章に含まれている情報の扱い方に関する次の事項を身に付けることができるよう指導する。,82102C3120000000
